name,total_price_in_state,total_price_out_of_state,percent_admitted,yield,total_applicants,act_low,act_high,act_range,city,state,zip,address,longitude,latitude,affiliation,six_year_grad_rate,total_enrollment,website,phone_number,financial_aid_address,admissions_address,application_address,net_price_calculator,average_price_after_financial_aid,average_price_if_less_than_30000,average_price_if_less_than_48000,average_price_if_less_than_75000,average_price_if_less_than_110000,average_price_if_greater_than_110000,ncaa_membership,football_team?,basketball_team?,baseball_team?,cross_country_team?
University of Phoenix-Oregon,,,,,, , , - ,Tigard,OR,97223-8328,Triangle Corporate Park  13221 SW 68th Pkwy,-122.745206,45.424281,private_for_profit,17,534,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,19915,19815,18646,17505,23860,,No,No,No,No,No
University of Phoenix-Pennsylvania,,,,,, , , - ,Philadelphia,PA,19103,30 S 17th St,-75.16866,39.952107,private_for_profit,9,669,www.phoenix.edu,8667660766,faw.phoenix.edu/,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17493,17511,19535,,,,No,No,No,No,No
University of Phoenix-Puerto Rico,,,,,, , , - ,Guaynabo,PR,00968-3028,Santander Tower at San Patricio B-7 Tabonuco St.,-66.105722,18.405226,private_for_profit,21,753,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,15652,13805,,,,,No,No,No,No,No
University of Phoenix-South Carolina,,,,,, , , - ,Columbia,SC,29223-5727,1001 Pinnacle Point Dr,-80.955852,34.098845,private_for_profit,9,540,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17984,17769,18296,23291,,22842,No,No,No,No,No
University of Phoenix-Tennessee,,,,,, , , - ,Nashville,TN,37214,616 Marriott Dr,-86.690211,36.14478,private_for_profit,11,2485,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17681,17482,18435,23416,,23416,No,No,No,No,No
University of Phoenix-Texas,,,,,, , , - ,Houston,TX,77079,11451 Katy Freeway,-95.585191,29.78352,private_for_profit,17,5254,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18794,18571,18465,22237,22278,23070,No,No,No,No,No
University of Phoenix-Utah,,,,,, , , - ,Salt Lake City,UT,84123-4642,5373 S. Green Street,-111.904474,40.653835,private_for_profit,26,1469,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18835,17778,21786,,22727,,No,No,No,No,No
University of Phoenix-Virginia,,,,,, , , - ,Glen Allen,VA,23060,9750 W Broad St,-77.563201,37.64267,private_for_profit,4,1357,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,17159,17193,17199,22844,,,No,No,No,No,No
University of Phoenix-Washington,,,,,, , , - ,Tukwila,WA,98188-8553,7100 Fort Dent Way,-122.246405,47.4684,private_for_profit,15,662,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18712,18842,17101,,22430,23426,No,No,No,No,No
University of Phoenix-Washington DC,,,,,, , , - ,Washington,DC,20001-1431,25 Massachusetts Ave NW,-77.009974,38.897855,private_for_profit,0,265,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18120,17777,19746,17705,,,No,No,No,No,No
University of Phoenix-Wisconsin,,,,,, , , - ,Milwaukee,WI,53224-3606,10850 W Park Pl,-88.048441,43.15025,private_for_profit,7,288,www.phoenix.edu,8667660766,faw.phoenix.edu,,myapply.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,18669,18669,,,,,No,No,No,No,No
University of Pikeville,35440,35440,100,15,2278,18,23,18 - 23,Pikeville,KY,41501,147 Sycamore St,-82.520265,37.478835,private_non_profit,28,2458,www.upike.edu,6062185250,www.upike.edu/Admissions/Financial-Aid,www.upike.edu/Admissions,www.upike.edu/Admissions/Apply-to-UPIKE,www.upike.edu/NetPriceCalculator/npcalc.htm,16099,16425,17499,19546,20483,21511,No,Yes,Yes,Yes,Yes
University of Pittsburgh-Bradford,24398,35214,65,27,2244,19,24,19 - 24,Bradford,PA,16701,300 Campus Drive,-78.673039,41.944173,public,49,1499,www.upb.pitt.edu/,8143627500,www.upb.pitt.edu/financialaid.aspx,www.upb.pitt.edu/admissions.aspx,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=up-upb,www.npc.pitt.edu/bradford/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of Pittsburgh-Greensburg,25566,36382,75,32,1762,18,24,18 - 24,Greensburg,PA,15601-5860,150 Finoli Drive,-79.535757,40.292824,public,48,1578,www.greensburg.pitt.edu/,7248377040,www.greensburg.pitt.edu/financial-aid,www.greensburg.pitt.edu/admissions,https://app.applyyourself.com/AYApplicantLogin/ApplicantConnectLogin.asp?id=up-upg,www.npc.pitt.edu/greensburg/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of Pittsburgh-Johnstown,25008,35824,80,31,3204,19,24,19 - 24,Johnstown,PA,15904,450 Schoolhouse Road,-78.832611,40.268583,public,55,2869,www.upj.pitt.edu,8142697000,www.upj.pitt.edu/en/admissions/financial-aid/,www.upj.pitt.edu/en/admissions/,https://app.applyyourself.com/?id=up-upj,www.npc.pitt.edu/johnstown/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of Pittsburgh-Pittsburgh Campus,31696,42462,53,24,30629,26,31,26 - 31,Pittsburgh,PA,15260,4200 Fifth Avenue,-79.954692,40.444502,public,79,28617,www.pitt.edu,4126244141,www.oafa.pitt.edu/fahome.aspx,www.oafa.pitt.edu,www.oafa.pitt.edu/applying.aspx,www.npc.pitt.edu/pittsburgh/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Portland,57040,57040,63,15,11096, , , - ,Portland,OR,97203-5798,5000 N Willamette Blvd,-122.726859,45.571807,private_non_profit,74,4143,www.up.edu,5039438000,www.up.edu/finaid/,www.up.edu/admissions/,https://www.uportland.org/freshman/,www.up.edu/finaid/costcalculator,31342,23063,27369,26725,32963,34642,Yes,No,Yes,Yes,Yes
University of Puerto Rico-Aguadilla,,,90,90,913, , , - ,Ramey,PR,00604-6150,Belt St.,-67.13793,18.498652,public,30,2927,www.uprag.edu,7.8789E+12,www.uprag.edu/index.php/asistencia-economica-2,www.uprag.edu/index.php/admisiones,patsiprod.upr.edu,www.uprag.edu/index.php?page=enlaces-2,,,,,,,No,No,No,No,No
University of Puerto Rico-Arecibo,,,79,90,1283, , , - ,Arecibo,PR,00614-4010,Finca las Dunas Carr 653 Ruta 129 Km 8,-66.74114,18.469199,public,51,3790,www.upra.edu,7.87815E+13,www.upra.edu/asec/ayudas.html,www.upra.edu/admisiones/requisitos.html,estudiantes.upr.edu/admisiones,estudiantes.upr.edu/admisiones,,,,,,,No,No,No,No,No
University of Puerto Rico-Bayamon,,,26,89,5192, , , - ,Bayamon,PR,959,Road 174 #170 Minillas Industrial Park,-66.143541,18.371398,public,46,4974,www.uprb.edu/,7.87993E+13,www.uprb.edu/es/estudiantil/asisteconomica/asisteconomica_principal.htm,www.uprb.edu/es/estudiantil/admisiones/admisiones_principal.htm,www.uprb.edu/es/estudiantil/admisiones/documentos/ADMI-Tutorial.pdf,www.uprb.edu/es/rectoria/planificacion/netcalculator/npcalc.htm,,,,,,,Yes,No,Yes,No,Yes
University of Puerto Rico-Carolina,,,79,86,1342, , , - ,Carolina,PR,00984-4800,Carretera 887 Bo San Anton,-65.989694,18.391471,public,31,3843,www.uprc.edu/,7.87257E+13,uprc.edu/index.php/decanatos/decanato-de-asuntos-estudiantiles/asistencia-economica,www.uprc.edu/index.php/decanatos/decanato-de-asuntos-estudiantiles/admisiones,estudiante.upr.edu/,uprc.edu/NetPrice/npcalc.htm,,,,,,,No,No,No,No,No
University of Puerto Rico-Cayey,,,83,95,1001, , , - ,Cayey,PR,00737-2230,205 Antonio R. Barcelo Ave.,-66.163146,18.117232,public,40,3687,www.cayey.upr.edu,7877382161,www.cayey.upr.edu/main/unidades/asistencia-economica,www.cayey.upr.edu/main/unidades/admisiones,estudiantes.upr.edu/solicitud-upr.html,www.cayey.upr.edu/main/sites/default/npc2014/npcalc.htm,,,,,,,No,No,No,No,No
University of Puerto Rico-Humacao,,,49,94,1945, , , - ,Humacao,PR,792,Call Box 860,-65.838967,18.14779,public,43,3628,www.uprh.edu,7878500000,www.uprh.edu/oficinas/a_economica/index.htm,www.uprh.edu/~admision/,www.upr.edu/?type=page&id=matricula&ancla=p2,www.uprh.edu/npcalc.htm,,,,,,,No,No,No,No,No
University of Puerto Rico-Mayaguez,,,76,95,2958, , , - ,Mayaguez,PR,681,259 Boulevard Alfonso Valdez,-67.143911,18.212964,public,44,12130,www.uprm.edu,7878324040,www.uprm.edu/financialaid/,admisiones.uprm.edu/,admisiones.uprm.edu/,www.uprm.edu/netpricecalculator,,,,,,,Yes,No,Yes,No,Yes
University of Puerto Rico-Medical Sciences,,,,,, , , - ,San Juan,PR,00936-5067,Rio Piedras Medical Center  Americo Miranda Avenue,-66.051774,18.408675,public,,2221,www.rcm.upr.edu,7877582525,www.rcm.upr.edu/estudiantes/AsistenciaEconomica/AyudasEconomicas.aspx,www.rcm.upr.edu/estudiantes/Admisiones/Admisiones.aspx,https://sistemas.rcm.upr.edu/admisiones/,www.rcm.upr.edu/portalstu/Default.aspx,,,,,,,No,No,No,No,No
University of Puerto Rico-Ponce,,,74,90,1222, , , - ,Ponce,PR,00716-9996,2151 Santiago de los Caballeros Avenue,-66.606215,17.993314,public,46,3230,www.uprp.edu,7878448181,www.upr.edu/?type=items&id=5&string=Asistencia+Econ%C3%B3mica,www.upr.edu/?type=items&id=4&string=Admisiones,estudiantes.upr.edu/admisiones/,www.uprp.edu/index.php?option=com_content&view=article&id=460:net-price-calculator&catid=73:opei&Itemid=441,,,,,,,No,No,No,No,No
University of Puerto Rico-Rio Piedras,14821,17320,28,86,9712, , , - ,San Juan,PR,00931-0000,39 Ponce de Leon  Ave,-66.045875,18.403027,public,32,15659,www.uprrp.edu,7.87764E+14,oficinafinanzas.uprrp.edu/offina.php,daarrp.uprrp.edu/daa/oficina_admisiones.html,estudiantes.upr.edu/admisiones/,www.uprrp.edu/,,,,,,,Yes,No,Yes,No,Yes
University of Puget Sound,59756,59756,79,15,5583,25,30,25 - 30,Tacoma,WA,98416,1500 N. Warner Street,-122.479714,47.263651,private_non_profit,77,2826,www.pugetsound.edu,2538793100,www.pugetsound.edu/admission/tuition-aid-scholarships/,www.pugetsound.edu/admission/,www.pugetsound.edu/admission/apply/,https://pugetsound.studentaidcalculator.com/survey.aspx,38590,32409,32368,36614,39013,39526,Yes,Yes,Yes,Yes,Yes
University of Redlands,63003,63003,73,23,4533,22,27,22 - 27,Redlands,CA,92373-0999,1200 E. Colton Ave,-117.163847,34.063571,private_non_profit,72,5333,www.redlands.edu,9097932121,www.redlands.edu/financialaid.asp,www.redlands.edu/x19.asp,www.redlands.edu/prospective-students/686.aspx,www.redlands.edu/offices-directories/financial-aid/11014.aspx,30543,21308,23346,25363,29905,32825,Yes,Yes,Yes,Yes,Yes
University of Rhode Island,28064,44054,77,20,20923,22,26,22 - 26,Kingston,RI,2881,Green Hall  35 Campus Avenue,-71.527356,41.484691,public,63,16571,www.uri.edu/,4018741000,www.uri.edu/es/menus/finaid.html,www.uri.edu/admission,www.uri.edu/admission,www.collegeportraits.org/RI/URI/estimator/agree,,,,,,,Yes,Yes,Yes,Yes,Yes
University of Richmond,61370,61370,32,26,9921,29,32,29 - 32,University of Richmond,VA,23173,28 Westhampton Way,-77.538702,37.577625,private_non_profit,83,4182,www.richmond.edu,8042898000,financialaid.richmond.edu/,admissions.richmond.edu/,admissions.richmond.edu/process/index.html,https://npc.collegeboard.org/student/app/richmond,24011,10742,10796,14593,24851,40236,Yes,Yes,Yes,Yes,Yes
University of Rochester,65264,65264,36,23,17428, , , - ,Rochester,NY,14627-0011,Wilson Blvd. - Wallis Hall,-77.631042,43.126437,private_non_profit,85,11060,www.rochester.edu,5852753221,enrollment.rochester.edu/financial-aid/,www.enrollment.rochester.edu/,www.enrollment.rochester.edu/admissions/apply/freshmen/,enrollment.rochester.edu/financial-aid/estimator/,32996,13995,14240,19580,26848,40554,Yes,Yes,Yes,Yes,Yes
University of Saint Francis-Fort Wayne,39350,39350,97,37,954,19,24,19 - 24,Fort Wayne,IN,46808-3994,2701 Spring St,-85.173694,41.087772,private_non_profit,50,2308,www.sf.edu,2603997700,financialaid.sf.edu/,www.sf.edu/admissions,www.sf.edu/sf/apply,tcc.noellevitz.com/(S(tu3hvslhnzip5tj0ej2w1qsl))/University%20of%20Saint%20Francis/Freshman%20Students,17577,14283,14173,15999,19728,21969,No,Yes,Yes,Yes,Yes
University of Saint Joseph,53600,53600,80,26,724,19,23,19 - 23,West Hartford,CT,6117,1678 Asylum Avenue,-72.730489,41.783028,private_non_profit,58,2565,www.usj.edu,8602324571,www.usj.edu/admissions-financial-aid/graduate-admissions/financial-aid/,www.usj.edu/admissions-financial-aid/,https://my.usj.edu/ics/Admissions/Saint_Joseph_College_Undergraduate_Admissions/,www.usj.edu/admissions-financial-aid/tuition-and-financial-aid/net-price-calculator/,26210,21350,20708,21833,26412,30318,Yes,No,Yes,No,Yes
University of Saint Mary,37665,37665,47,31,739,19,24,19 - 24,Leavenworth,KS,66048-5082,4100 S 4th St Trafficway,-94.906935,39.277308,private_non_profit,37,1436,www.stmary.edu,9136825151,www.stmary.edu/Admissions/Financial-Aid.aspx,www.stmary.edu/admissions/default.asp,https://espire.stmary.edu/ICS/Admissions/Admission_Application.jnz,www.stmary.edu/Admissions/Net-Price-Calculator.aspx,18212,15449,16592,15748,16698,10973,No,Yes,Yes,Yes,Yes
University of San Diego,61569,61569,46,17,14247,26,30,26 - 30,San Diego,CA,92110-2492,5998 Alcala Park,-117.188721,32.77142,private_non_profit,76,8349,www.sandiego.edu,6192604600,www.sandiego.edu/financial_aid/,www.sandiego.edu/admissions/,www.sandiego.edu/admissions/undergraduate/apply/application.php,www.sandiego.edu/admissions/undergraduate/tuition_aid/affording_usd.php,32482,22214,21245,25414,31857,40376,Yes,Yes,Yes,Yes,Yes
University of San Francisco,61684,61684,60,14,17448,23,28,23 - 28,San Francisco,CA,94117-1080,2130 Fulton St,-122.450977,37.775564,private_non_profit,67,10689,https://www.usfca.edu,4154225555,https://www.usfca.edu/admission/financial-aid,https://www.usfca.edu/admission,https://www.usfca.edu/admission/undergraduate/apply,https://www.usfca.edu/admission/financial-aid/net-price-calculator,32867,22694,23556,28413,31718,43564,Yes,No,Yes,Yes,Yes
University of Science and Arts of Oklahoma,16864,25804,68,44,567,20,25,20 - 25,Chickasha,OK,73018-5322,17th Street and Grand Avenue,-97.95641,35.031392,public,41,904,www.usao.edu,4052243140,usao.edu/financial-aid,usao.edu/future-students,usao.edu/apply,https://usao.studentaidcalculator.com/survey.aspx,,,,,,,No,No,Yes,Yes,Yes
University of Scranton,58130,58130,77,15,9404,22,27,22 - 27,Scranton,PA,18510-4629,800 Linden Street,-75.658031,41.40715,private_non_profit,83,5589,www.scranton.edu,5709417400,matrix.scranton.edu/financial-aid/index.shtml,matrix.scranton.edu/admissions/index.shtml,matrix.scranton.edu/admissions/apply-info/app-freshman.shtml,https://www.aidcalc.com/scranton/,33353,22265,25734,26467,31978,37956,Yes,No,Yes,Yes,Yes
University of Sioux Falls,37600,37600,97,17,1485,19,25,19 - 25,Sioux Falls,SD,57105-1699,1101 W 22nd St,-96.738229,43.531574,private_non_profit,48,1419,www.usiouxfalls.edu/,6053315000,www.usiouxfalls.edu/index.php?option=com_content&task=view&id=19&Itemid=162,admissions.usiouxfalls.edu/,https://my.usiouxfalls.edu/ICS/Admissions/Admissions_Home.jnz?portlet=Apply_Online_2.0&formname=Undergraduate+Application+Form,https://apps.usiouxfalls.edu/npc?ref=fa,19301,16714,16917,18173,20202,22352,Yes,Yes,Yes,Yes,Yes
University of South Alabama,20252,27284,83,46,5465,20,25,20 - 25,Mobile,AL,36688-0002,307 N University Blvd,-88.18189,30.695081,public,37,15805,www.southalabama.edu,2514606101,www.southalabama.edu/departments/finaid/,www.southalabama.edu/departments/admissions/,www.southalabama.edu/departments/admissions/applytousa.html,instresrch.usouthal.edu/npc/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of South Carolina-Aiken,23772,33366,65,47,2102,18,23,18 - 23,Aiken,SC,29801,471 University Pkwy,-81.767901,33.572917,public,43,3444,web.usca.edu,8036486851,web.usca.edu/financialaid/index.dot,web.usca.edu/admissions/index.dot,web.usca.edu/admissions/apply/,ie.usca.edu/NetPrice/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
University of South Carolina-Beaufort,22195,32329,57,42,1684,17,22,17 - 22,Bluffton,SC,29909,1 University Boulevard,-80.973595,32.303308,public,23,1794,www.uscb.edu,8432088000,www.uscb.edu/campus_life/student_services/financial-aid/index.php,www.uscb.edu/admissions/,https://ssb.onecarolina.sc.edu/BANP/bwskalog.P_DispLoginNon,www.uscb.edu/campus_life/student_services/financial-aid/net_price_calculator.php,,,,,,,No,No,No,Yes,Yes
University of South Carolina-Columbia,26571,45387,65,33,23342,25,29,25 - 29,Columbia,SC,29208,Columbia-Campus,-81.026971,33.998973,public,72,32971,www.sc.edu/,8037777000,www.sc.edu/financialaid/,www.sc.edu/admissions/,www.sc.edu/applytousc/,sc.edu/admissions/costaid.php,,,,,,,Yes,Yes,Yes,Yes,Yes
University of South Carolina-Upstate,23673,34323,47,42,4069,18,22,18 - 22,Spartanburg,SC,29303-4999,800 University Way,-81.970583,34.996403,public,38,5585,www.uscupstate.edu,8645035000,www.uscupstate.edu/enrollment_services/financial_aid/default.aspx?id=14810,www.uscupstate.edu/admissions/,https://www.uscupstate.edu/apply/,www.uscupstate.edu/enrollment_services/financial_aid/calculator/,,,,,,,Yes,No,Yes,Yes,Yes
University of South Dakota,20974,23855,89,40,3542,20,25,20 - 25,Vermillion,SD,57069-2390,414 E Clark St,-96.924664,42.784558,public,45,10061,WWW.USD.EDU,6056775301,,usd.edu/future,apply.sdbor.edu/login.cfm,admissions.usd.edu/cost-and-aid/coyote-cost-estimator.cfm,,,,,,,Yes,Yes,Yes,No,Yes
University of South Florida-Main Campus,21110,32024,53,31,24988,23,28,23 - 28,Tampa,FL,33620-9951,4202 East Fowler Ave,-82.415876,28.056647,public,57,41938,www.usf.edu,8139742011,usfweb2.usf.edu/finaid/,www.usf.edu/Admission/index.asp,https://secure.vzcollegeapp.com/usf/,usfweb2.usf.edu/finaid/npc/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
University of South Florida-Sarasota-Manatee,,,34,55,507,21,26,21 - 26,Sarasota,FL,34243-2049,8350 N Tamiami Trail,-82.562951,27.391766,public,,1903,usfsm.edu/,9413594200,usfsm.edu/financial-aid/,usfsm.edu/admissions/,https://secure.vzcollegeapp.com/usf/default.aspx,usfsm.edu/admissions/net-price-calculator/,,,,,,,No,No,No,No,No
University of South Florida-St Petersburg,20521,31435,35,26,2997,24,27,24 - 27,St. Petersburg,FL,33701-9807,140 Seventh Ave S.,-82.635657,27.762618,public,33,4491,www.usfsp.edu,7278734873,www.usfsp.edu/undergrad/scholarships-financial-aid,www.usfsp.edu/undergrad/admissions,www.usfsp.edu/undergrad/apply/,usfweb2.usf.edu/finaid/npc/npcalc.htm,,,,,,,No,No,No,No,No
University of Southern California,67212,67212,18,33,51920,29,33,29 - 33,Los Angeles,CA,90089,University Park,-118.283858,34.021058,private_non_profit,90,42453,www.usc.edu/,2137402311,www.usc.edu/admission/fa/,www.usc.edu/admission/,https://www.commonapp.org/,esdweb.esd.usc.edu/npc/default.aspx,31189,15013,16754,21248,32515,45639,Yes,Yes,Yes,Yes,Yes
University of Southern Indiana,18751,28532,71,39,5831,19,24,19 - 24,Evansville,IN,47712,8600 University Blvd,-87.67666,37.966188,public,36,9364,www.usi.edu,8124648600,www.usi.edu/finaid/index.asp,www.usi.edu/admission,www.usi.edu/admission/apply-now,https://usi.collegecosts.com/Estimator/Agreement,,,,,,,Yes,No,Yes,Yes,Yes
University of Southern Maine,22724,33436,84,23,3781,20,24,20 - 24,Portland,ME,4103,96 Falmouth St,-70.276002,43.662637,public,30,8428,www.usm.maine.edu,2077804141,usm.maine.edu/student-financial-services,www.usm.maine.edu/admission,https://beech.unet.maine.edu/eapp/pls/eaMenu.logon_index_page,usm.maine.edu/student-financial-services/net-price-calculator,,,,,,,Yes,No,Yes,Yes,Yes
University of Southern Mississippi,20954,29824,67,41,5850,19,25,19 - 25,Hattiesburg,MS,39406-0001,118 College Drive # 0001,-89.33791,31.327499,public,50,14792,www.usm.edu,6012661000,www.usm.edu/financial-aid,www.usm.edu/admissions,https://apps.usm.edu/admissions/ugapp/,https://apps.usm.edu/admissions/financialAidCalculator/,,,,,,,Yes,Yes,Yes,Yes,Yes
University of St Francis,42834,42834,51,28,1509,21,25,21 - 25,Joliet,IL,60435-6188,500 N Wilcox St,-88.096368,41.533341,private_non_profit,56,3762,www.stfrancis.edu,8157403400,https://www.stfrancis.edu/admissions/financial-aid/,https://www.stfrancis.edu/admissions/,https://myusf.stfrancis.edu/apply,https://www.stfrancis.edu/admissions/financial-aid/np-calculator/,17366,13502,14421,15738,18794,21242,No,Yes,Yes,Yes,Yes
University of St Thomas,43806,43806,79,36,795,22,27,22 - 27,Houston,TX,77006-4696,3800 Montrose Blvd,-95.394178,29.738113,private_non_profit,48,3448,www.stthom.edu,7135227911,www.stthom.edu/Admissions/Scholarships_and_Financial_Aid/Index.aqf,www.stthom.edu/Admissions/Index.aqf,https://www.applyweb.com/apply/stthomug/,tcc.noellevitz.com/%28S%28eobtins125xphlsy3cdofbdl%29%29/UniversityofStThomas/Freshman%20Students,20865,16452,17512,18471,20329,25225,No,No,Yes,No,No
